['cup', 'color_white', 'dampness_damp', 'dimension_narrow_short_small_thick', 'material_ceramic', 'physical_fragile_hard', 'price_expensive', 'room_bathroom', 'shape_curved_hollow', 'size_small', 'fullness_half', 'place_on_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['fork', 'color_green_white', 'dampness_dry', 'dimension_narrow_short_thick', 'material_plastic', 'physical_elastic', 'price_cheap', 'cleanliness_clean', 'room_living_room', 'shape_curved_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_in_hand', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_green_white', 'dampness_dry', 'dimension_narrow_short_thick', 'material_plastic', 'physical_elastic', 'price_cheap', 'cleanliness_normal', 'room_living_room', 'shape_curved_forked_sharp_straight', 'size_small', 'fullness_half', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_green_white', 'dampness_dry', 'dimension_narrow_short_thick', 'material_plastic', 'physical_elastic', 'price_cheap', 'cleanliness_dirty', 'room_living_room', 'shape_curved_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_chair', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_green_white', 'dampness_damp', 'dimension_narrow_short_thick', 'material_plastic', 'physical_elastic', 'price_cheap', 'cleanliness_dirty', 'room_living_room', 'shape_curved_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_floor', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_green_white', 'dampness_dry', 'dimension_narrow_short_thick', 'material_plastic', 'physical_elastic', 'price_cheap', 'cleanliness_clean', 'room_child_ZZ_s_room', 'shape_curved_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_tray', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_green_white', 'dampness_dry', 'dimension_narrow_short_thick', 'material_plastic', 'physical_elastic', 'price_cheap', 'cleanliness_normal', 'room_child_ZZ_s_room', 'shape_curved_forked_sharp_straight', 'size_small', 'fullness_half', 'place_on_plate', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_green_white', 'dampness_dry', 'dimension_narrow_short_thick', 'material_plastic', 'physical_elastic', 'price_cheap', 'cleanliness_dirty', 'room_child_ZZ_s_room', 'shape_curved_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_green_white', 'dampness_dry', 'dimension_narrow_short_thick', 'material_plastic', 'physical_elastic', 'price_cheap', 'cleanliness_clean', 'room_child_ZZ_s_room', 'shape_curved_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_green_white', 'dampness_dry', 'dimension_narrow_short_thick', 'material_plastic', 'physical_elastic', 'price_cheap', 'cleanliness_dirty', 'room_child_ZZ_s_room', 'shape_curved_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_dresser', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_green_white', 'dampness_dry', 'dimension_narrow_short_thick', 'material_plastic', 'physical_elastic', 'price_cheap', 'cleanliness_dirty', 'room_child_ZZ_s_room', 'shape_curved_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_floor', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_green_white', 'dampness_dry', 'dimension_narrow_short_thick', 'material_plastic', 'physical_elastic', 'price_cheap', 'cleanliness_clean', 'room_kitchen', 'shape_curved_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_in_drawer', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_green_white', 'dampness_damp', 'dimension_narrow_short_thick', 'material_plastic', 'physical_elastic', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_green_white', 'dampness_wet', 'dimension_narrow_short_thick', 'material_plastic', 'physical_elastic', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_in_dishwasher', 'temperature_hot', 'transparency_opaque', 'weight_light']
['fork', 'color_green_white', 'dampness_dry', 'dimension_narrow_short_thick', 'material_plastic', 'physical_elastic', 'price_cheap', 'cleanliness_clean', 'room_kitchen', 'shape_curved_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_in_drawer', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_green_white', 'dampness_damp', 'dimension_narrow_short_thick', 'material_plastic', 'physical_elastic', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_curved_forked_sharp_straight', 'size_small', 'fullness_full', 'place_on_plate', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_green_white', 'dampness_damp', 'dimension_narrow_short_thick', 'material_plastic', 'physical_elastic', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_black_silver', 'dampness_dry', 'dimension_long', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['fork', 'color_black_silver', 'dampness_dry', 'dimension_long', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_dining_room', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_plate', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['fork', 'color_black_silver', 'dampness_damp', 'dimension_long', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_dining_room', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_utensil', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['fork', 'color_black_silver', 'dampness_dry', 'dimension_long', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['fork', 'color_black_silver', 'dampness_damp', 'dimension_long', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_forked_sharp_straight', 'size_small', 'fullness_full', 'place_in_hand', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['fork', 'color_black_silver', 'dampness_wet', 'dimension_long', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_forked_sharp_straight', 'size_small', 'fullness_full', 'place_in_bowl', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['fork', 'color_black_silver', 'dampness_dry', 'dimension_long', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_balcony', 'shape_forked_sharp_straight', 'size_small', 'fullness_full', 'place_on_grill', 'temperature_hot', 'transparency_opaque', 'weight_medium']
['fork', 'color_black_silver', 'dampness_dry', 'dimension_long', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_balcony', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['fork', 'color_black_silver', 'dampness_dry', 'dimension_long', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_balcony', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_shelf', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['fork', 'color_black_silver', 'dampness_dry', 'dimension_long', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_balcony', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_hang_grill', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['fork', 'color_black_silver', 'dampness_damp', 'dimension_long', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_balcony', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_plate', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['fork', 'color_black_silver', 'dampness_damp', 'dimension_long', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_balcony', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_ledge', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['fork', 'color_black_silver', 'dampness_dry', 'dimension_long', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_in_drawer', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['fork', 'color_black_silver', 'dampness_wet', 'dimension_long', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['fork', 'color_black_silver', 'dampness_wet', 'dimension_long', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_in_dishwasher', 'temperature_hot', 'transparency_opaque', 'weight_medium']
['fork', 'color_black_silver', 'dampness_dry', 'dimension_long', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_in_drawer', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['fork', 'color_black_silver', 'dampness_dry', 'dimension_long', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['fork', 'color_black_silver', 'dampness_wet', 'dimension_long', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
['fork', 'color_brown', 'dampness_damp', 'dimension_long_narrow_thin', 'material_wood', 'physical_hard', 'price_cheap', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_forked', 'size_small', 'fullness_full', 'place_in_pot', 'temperature_hot', 'transparency_opaque', 'weight_light']
['fork', 'color_brown', 'dampness_damp', 'dimension_long_narrow_thin', 'material_wood', 'physical_hard', 'price_cheap', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_forked', 'size_small', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown', 'dampness_dry', 'dimension_long_narrow_thin', 'material_wood', 'physical_hard', 'price_cheap', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_forked', 'size_small', 'fullness_empty', 'place_on_floor', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown', 'dampness_dry', 'dimension_long_narrow_thin', 'material_wood', 'physical_hard', 'price_cheap', 'cleanliness_clean', 'room_dining_room', 'shape_curved_forked', 'size_small', 'fullness_empty', 'place_on_place_mat', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown', 'dampness_wet', 'dimension_long_narrow_thin', 'material_wood', 'physical_hard', 'price_cheap', 'cleanliness_normal', 'room_dining_room', 'shape_curved_forked', 'size_small', 'fullness_full', 'place_on_plate', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown', 'dampness_wet', 'dimension_long_narrow_thin', 'material_wood', 'physical_hard', 'price_cheap', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_forked', 'size_small', 'fullness_half', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown', 'dampness_damp', 'dimension_long_narrow_thin', 'material_wood', 'physical_hard', 'price_cheap', 'cleanliness_normal', 'room_kitchen', 'shape_curved_forked', 'size_small', 'fullness_half', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown', 'dampness_dry', 'dimension_long_narrow_thin', 'material_wood', 'physical_hard', 'price_cheap', 'cleanliness_clean', 'room_kitchen', 'shape_curved_forked', 'size_small', 'fullness_empty', 'place_in_drawer', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown', 'dampness_damp', 'dimension_long_narrow_thin', 'material_wood', 'physical_hard', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_forked', 'size_small', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown', 'dampness_dry', 'dimension_long_narrow_thin', 'material_wood', 'physical_hard', 'price_cheap', 'cleanliness_clean', 'room_kitchen', 'shape_curved_forked', 'size_small', 'fullness_empty', 'place_in_drawer', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown', 'dampness_damp', 'dimension_long_narrow_thin', 'material_wood', 'physical_hard', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_forked', 'size_small', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown', 'dampness_wet', 'dimension_long_narrow_thin', 'material_wood', 'physical_hard', 'price_cheap', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_forked', 'size_small', 'fullness_empty', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown_silver', 'dampness_dry', 'dimension_long_narrow_small_thin', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_normal', 'room_dining_room', 'shape_forked_sharp_straight', 'size_small', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown_silver', 'dampness_dry', 'dimension_long_narrow_small_thin', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_dining_room', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_plate', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown_silver', 'dampness_dry', 'dimension_long_narrow_small_thin', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_dining_room', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown_silver', 'dampness_dry', 'dimension_long_narrow_small_thin', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_dining_room', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown_silver', 'dampness_damp', 'dimension_long_narrow_small_thin', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_dining_room', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_plate', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown_silver', 'dampness_dry', 'dimension_long_narrow_small_thin', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_dining_room', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_in_basket', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown_silver', 'dampness_dry', 'dimension_long_narrow_small_thin', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_kitchen', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_on_plate', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown_silver', 'dampness_dry', 'dimension_long_narrow_small_thin', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_kitchen', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_in_drawer', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown_silver', 'dampness_damp', 'dimension_long_narrow_small_thin', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_kitchen', 'shape_forked_sharp_straight', 'size_small', 'fullness_full', 'place_in_dishwasher', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown_silver', 'dampness_dry', 'dimension_long_narrow_small_thin', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_kitchen', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_in_drawer', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown_silver', 'dampness_damp', 'dimension_long_narrow_small_thin', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_normal', 'room_kitchen', 'shape_forked_sharp_straight', 'size_small', 'fullness_full', 'place_on_plate', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['fork', 'color_brown_silver', 'dampness_wet', 'dimension_long_narrow_small_thin', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_dirty', 'room_kitchen', 'shape_forked_sharp_straight', 'size_small', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_light']
['pan', 'color_silver', 'dampness_damp', 'dimension_big_shallow_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved_flat_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_damp', 'dimension_big_shallow_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_flat_hollow', 'size_large', 'fullness_empty', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_dry', 'dimension_big_shallow_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_curved_flat_hollow', 'size_large', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dimension_big_shallow_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_flat_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_wet', 'dimension_big_shallow_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved_flat_hollow', 'size_large', 'fullness_half', 'place_on_table', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_dry', 'dimension_big_shallow_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_dining_room', 'shape_curved_flat_hollow', 'size_large', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_wet', 'dimension_big_shallow_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_flat_hollow', 'size_large', 'fullness_full', 'place_on_stove', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_wet', 'dimension_big_shallow_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_flat_hollow', 'size_large', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_wet', 'dimension_big_shallow_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_flat_hollow', 'size_large', 'fullness_empty', 'place_in_dishwasher', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dimension_big_shallow_wide', 'material_metal', 'physical_hard', 'price_expensive', 'room_kitchen', 'shape_curved_flat_hollow', 'size_large', 'fullness_full', 'place_on_stove', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_wet', 'dimension_big_shallow_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_flat_hollow', 'size_large', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_dry', 'dimension_big_shallow_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_curved_flat_hollow', 'size_large', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_black_silver', 'dampness_damp', 'dimension_thick_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_stove', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['pan', 'color_black_silver', 'dampness_dry', 'dimension_thick_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_black_silver', 'dampness_wet', 'dimension_thick_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_black_silver', 'dampness_damp', 'dimension_thick_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_stove', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['pan', 'color_black_silver', 'dampness_dry', 'dimension_thick_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_hang_hanger', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_black_silver', 'dampness_wet', 'dimension_thick_wide', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_dishwasher', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_black', 'dampness_dry', 'dimension_big_shallow_short', 'material_metal', 'price_expensive', 'room_kitchen', 'shape_curved_flat', 'size_large', 'fullness_empty', 'place_on_stove', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['pan', 'color_black', 'dampness_dry', 'dimension_big_shallow_short', 'material_metal', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_curved_flat', 'size_large', 'fullness_empty', 'place_hang_rack', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_black', 'dimension_big_shallow_short', 'material_metal', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_flat', 'size_large', 'fullness_full', 'place_on_counter', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['pan', 'color_black', 'dampness_wet', 'dimension_big_shallow_short', 'material_metal', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_flat', 'size_large', 'fullness_full', 'place_on_stove', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['pan', 'color_black', 'dampness_dry', 'dimension_big_shallow_short', 'material_metal', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_curved_flat', 'size_large', 'fullness_empty', 'place_in_cabinet', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_black', 'dampness_wet', 'dimension_big_shallow_short', 'material_metal', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_flat', 'size_large', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_damp', 'dimension_shallow_small_thick', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dimension_shallow_small_thick', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_half', 'place_on_buffet', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_wet', 'dimension_shallow_small_thick', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_floor', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_dry', 'dimension_shallow_small_thick', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_table', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_damp', 'dimension_shallow_small_thick', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_in_hand', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_damp', 'dimension_shallow_small_thick', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_dining_room', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_tray', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_dry', 'dimension_shallow_small_thick', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_stove', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_dry', 'dimension_shallow_small_thick', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_hang_rack', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_dry', 'dimension_shallow_small_thick', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_clean', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_on_counter', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_wet', 'dimension_shallow_small_thick', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_on_stove', 'temperature_hot', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_damp', 'dimension_shallow_small_thick', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_dirty', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_empty', 'place_in_sink', 'temperature_room_temperature', 'transparency_opaque', 'weight_heavy']
['pan', 'color_silver', 'dampness_dry', 'dimension_shallow_small_thick', 'material_metal', 'physical_hard', 'price_expensive', 'cleanliness_normal', 'room_kitchen', 'shape_curved_hollow', 'size_large', 'fullness_full', 'place_in_refrigerator', 'temperature_cold', 'transparency_opaque', 'weight_heavy']
['pan', 'color_bronze', 'dampness_dry', 'dimension_shallow_small', 'material_metal', 'physical_hard', 'price_medium', 'cleanliness_clean', 'room_kitchen', 'shape_blunt_flat', 'size_medium', 'fullness_empty', 'place_hang_rack', 'temperature_room_temperature', 'transparency_opaque', 'weight_medium']
